Year,Region,AFS Name,Sum Pounds,Sum Dollars
2010,Gulf*,PEPPERMINT SHRIMP,"936,333","291,774"
2010,Gulf*,PERIWINKLES,"5,173",997
2010,Gulf*,PERMIT,"4,968","7,545"
2010,Gulf*,PIGFISH,"8,559","69,573"
2010,Gulf*,PINFISH,"238,479","282,570"
2010,Gulf*,PINNIDAE,62,850
2010,Gulf*,PIPEFISHES,495,"1,019"
2010,Gulf*,PLANEHEAD FILEFISH,540,703
2010,Gulf*,PLANTS,40,"1,444"
2010,Gulf*,POLKADOTTED HERMIT,"13,739","4,558"
2010,Gulf*,POLYPLACOPHORA,"1,514","3,178"
2010,Gulf*,"POMFRETS, UNCLASSIFIED",216,285
2010,Gulf*,"POMPANO, AFRICAN","4,157","8,883"
2010,Gulf*,"POMPANO, FLORIDA","262,142","1,035,956"
2010,Gulf*,PORCELAIN CRABS,87,53
2010,Gulf*,PORCUPINEFISH,448,"2,241"
2010,Gulf*,"PORGY, JOLTHEAD","10,173","7,272"
2010,Gulf*,"PORGY, KNOBBED","2,403","2,796"
2010,Gulf*,"PORGY, LONGSPINE",412,415
2010,Gulf*,"PORGY, RED","199,958","262,772"
2010,Gulf*,"PORGY, WHITEBONE",NA,NA
2010,Gulf*,"PORGY,GRASS","1,126","1,401"
2010,Gulf*,PORKFISH,"2,877","16,833"
2010,Gulf*,PRINCESS PARROTFISH,229,"2,347"
2010,Gulf*,PROCAMBARUS,"14,609,364","14,013,937"
2010,Gulf*,PUDDINGWIFE (WRASSE),53,273
2010,Gulf*,PUFFERS,"3,418","2,138"
2010,Gulf*,PURPLE REEFFISH,664,"1,177"
2010,Gulf*,PURPLE-SPINED SEA URCHIN,"5,490","32,359"
2010,Gulf*,QUEEN ANGELFISH,"4,835","86,904"
2010,Gulf*,QUEEN PARROTFISH,27,442
2010,Gulf*,RAINBOW PARROTFISH,48,191
2010,Gulf*,RANELLIDAE,1,8
2010,Gulf*,"RAY,STINGRAYS","2,563","23,254"
2010,Gulf*,RAYS,"10,826","1,969"
2010,Gulf*,"RAYS, BUTTERFLY",21,724
2010,Gulf*,RED BEADED ANEMONE,"11,375","11,273"
2010,Gulf*,RED BREAM,331,774
2010,Gulf*,RED-RIDGED CLINGING CRAB,"8,909","6,631"
2010,Gulf*,REDBAND PARROTFISH,108,807
2010,Gulf*,REDFINGER RUBBLE CRAB,152,271
2010,Gulf*,REDLIP BLENNY,142,643
2010,Gulf*,REDSPOTTED HAWKFISH,35,126
2010,Gulf*,REEF BUTTERFLYFISH,575,"1,841"
2010,Gulf*,REEF SCORPIONFISH,332,530
2010,Gulf*,REEF SQUIRRELFISH,248,"1,370"
2010,Gulf*,REMORA FAMILY,15,66
2010,Gulf*,RINGED ANEMONE,"4,732","4,807"
2010,Gulf*,ROCK BEAUTY,"4,573","30,334"
2010,Gulf*,ROCK BORING URCHIN,"2,833","2,042"
2010,Gulf*,ROCK SHRIMP,"1,840,357","2,568,936"
2010,Gulf*,"ROSEFISH, BLACKBELLY","1,185","1,056"
2010,Gulf*,"RUDDERFISH, BANDED","35,332","29,343"
2010,Gulf*,"RUNNER, BLUE","265,170","245,847"
2010,Gulf*,"RUNNER, RAINBOW",NA,NA
2010,Gulf*,SABELLIDAE,114,"1,257"
2010,Gulf*,SADDLED BLENNY,167,516
2010,Gulf*,SAILFIN BLENNY,"1,120","3,541"
2010,Gulf*,SAND CRABS,"1,948","12,072"
2010,Gulf*,SAND PERCH,84,404
2010,Gulf*,"SARDINE, SPANISH","2,016,730","314,207"
2010,Gulf*,SARGASSUM PIPEFISH,"1,076","1,579"
2010,Gulf*,SARGASSUMFISH,7,14
2010,Gulf*,"SCAD, BIGEYE","116,267","218,695"
2010,Gulf*,"SCAD, ROUND","652,262","428,491"
2010,Gulf*,SCADS,NA,NA
2010,Gulf*,SCALED SARDINE,"30,273","80,229"
2010,Gulf*,SCALLOPS,219,"1,074"
2010,Gulf*,SCALY BRITTLE STAR,"1,049","2,588"
2010,Gulf*,SCAMP,"200,807","697,981"
2010,Gulf*,"SCORPIONFISH, SPINYCHEEK",NA,NA
2010,Gulf*,SCORPIONFISHES,"3,508","4,014"
2010,Gulf*,SCRAWLED COWFISH,"1,078",757
2010,Gulf*,SCRAWLED FILEFISH,2,50
2010,Gulf*,SCUPS OR PORGIES,"232,736","265,943"
2010,Gulf*,SCYLLARIDES,"2,413","7,821"
2010,Gulf*,"SEA BASS, BANK",5,3
2010,Gulf*,"SEA URCHINS, UNCLASSIFIED",627,"1,011"
2010,Gulf*,SEAHORSE GENUS,377,527
2010,Gulf*,SEAROBINS,620,"1,046"
2010,Gulf*,"SEATROUT, SAND","79,850","51,893"
2010,Gulf*,"SEATROUT, SPOTTED","94,430","208,988"
2010,Gulf*,"SEATROUT, WEAKFISH","3,257","3,950"
2010,Gulf*,SERGEANT MAJOR,283,912
2010,Gulf*,SERPULIDAE,544,889
2010,Gulf*,SESSILE TUNICATES,"3,033","7,873"
2010,Gulf*,"SHAD, GIZZARD","328,118","93,401"
2010,Gulf*,"SHAD, THREADFIN",NA,NA
2010,Gulf*,SHARK EYE,6,83
2010,Gulf*,"SHARK, ATLANTIC SHARPNOSE","188,576","91,027"
2010,Gulf*,"SHARK, BLACKNOSE","37,529","22,909"
2010,Gulf*,"SHARK, BLACKTIP","242,846","119,852"
2010,Gulf*,"SHARK, BONNETHEAD","12,429","7,830"
2010,Gulf*,"SHARK, BULL","120,060","44,679"
2010,Gulf*,"SHARK, FINETOOTH","48,393","20,525"
2010,Gulf*,"SHARK, GREAT HAMMERHEAD",NA,NA
2010,Gulf*,"SHARK, HAMMERHEAD","87,737","41,185"
2010,Gulf*,"SHARK, LEMON","47,971","18,438"
2010,Gulf*,"SHARK, NURSE",15,316
2010,Gulf*,"SHARK, SANDBAR","138,420","62,242"
2010,Gulf*,"SHARK, SCALLOPED HAMMERHEAD",56,20
2010,Gulf*,"SHARK, SHORTFIN MAKO","29,358","33,078"
2010,Gulf*,"SHARK, SILKY","1,426",450
2010,Gulf*,"SHARK, SMOOTH DOGFISH",NA,NA
2010,Gulf*,"SHARK, SPINNER","1,236",561
2010,Gulf*,"SHARK, THRESHER",361,65
2010,Gulf*,"SHARK, TIGER","42,951","19,017"
2010,Gulf*,"SHARKS, UNCLASSIFIED","89,501","306,339"
2010,Gulf*,SHARKSUCKER,16,107
2010,Gulf*,SHARPNOSE PUFFER,982,"2,070"
2010,Gulf*,SHARPTAIL EEL,8,14
2010,Gulf*,SHEEPSHEAD,"1,494,592","771,883"
2010,Gulf*,SHORTNOSE GAR,753,515
2010,Gulf*,"SHRIMP, BROWN","62,908,311","111,988,554"
2010,Gulf*,"SHRIMP, DENDROBRANCHIATA","514,914","536,064"
2010,Gulf*,"SHRIMP, FARFANTEPENAEUS SPP","924,187","3,499,592"
2010,Gulf*,"SHRIMP, FW",250,"2,546"
2010,Gulf*,"SHRIMP, MARINE, OTHER","186,186","615,895"
2010,Gulf*,"SHRIMP, PINK","9,348,373","16,233,437"
2010,Gulf*,"SHRIMP, ROCK","87,218","90,041"
2010,Gulf*,"SHRIMP, ROYAL RED","752,953","1,633,074"
2010,Gulf*,"SHRIMP, SEABOB","1,109,316","512,437"
2010,Gulf*,"SHRIMP, WHITE","94,906,020","176,565,064"
2010,Gulf*,SILVER CARP,"28,485","3,942"
2010,Gulf*,SILVER SEATROUT,"7,039","4,898"
2010,Gulf*,SLATE PENCIL URCHIN,"7,937","7,311"
2010,Gulf*,SLIPPERY DICK,232,400
2010,Gulf*,"SNAIL, MOON",174,228
2010,Gulf*,SNAILS,"38,262","9,394"
2010,Gulf*,SNAPPER CARIBBEAN RED,34,85
2010,Gulf*,"SNAPPER, BLACK",47,177
2010,Gulf*,"SNAPPER, BLACKFIN","1,637","3,798"
2010,Gulf*,"SNAPPER, CUBERA","4,725","9,755"
2010,Gulf*,"SNAPPER, DOG",522,709
2010,Gulf*,"SNAPPER, GRAY","244,510","564,409"
2010,Gulf*,"SNAPPER, LANE","19,834","48,175"
2010,Gulf*,"SNAPPER, MAHOGANY",38,85
2010,Gulf*,"SNAPPER, MUTTON","125,882","293,088"
2010,Gulf*,"SNAPPER, QUEEN","14,272","43,469"
2010,Gulf*,"SNAPPER, RED","3,161,539","9,845,439"
2010,Gulf*,"SNAPPER, SCHOOLMASTER",90,162
2010,Gulf*,"SNAPPER, SILK","46,176","135,588"
2010,Gulf*,"SNAPPER, VERMILION","2,356,947","5,817,037"
2010,Gulf*,"SNAPPER, YELLOWTAIL","1,694,440","4,400,139"
2010,Gulf*,SNAPPERS,"3,143","7,903"
2010,Gulf*,SOUTHERN KINGFISH,NA,NA
2010,Gulf*,SOUTHERN PUFFER,19,145
2010,Gulf*,SOUTHERN QUAHOG,"206,006","1,361,094"
2010,Gulf*,SOUTHERN STARGAZER,5,39
2010,Gulf*,SOUTHERN STINGRAY,28,"1,929"
2010,Gulf*,SPADEFISHES,"5,036","2,699"
2010,Gulf*,SPANISH HOGFISH,107,"1,317"
2010,Gulf*,SPINY FILECLAM,727,749
2010,Gulf*,SPINY SEA STAR,"15,852","7,001"
2010,Gulf*,SPIROBRANCHUS GIGANTEUS,17,139
2010,Gulf*,"SPONGE, GRASS","54,557","70,198"
2010,Gulf*,"SPONGE, YELLOW","93,572","116,792"
2010,Gulf*,SPONGES,"11,905","68,707"
2010,Gulf*,"SPONGES, OTHER","17,456","26,637"
2010,Gulf*,SPOT,"19,945","14,346"
2010,Gulf*,SPOTFIN BUTTERFLYFISH,402,"1,362"
2010,Gulf*,SPOTFIN HOGFISH,885,"13,076"
2010,Gulf*,SPOTFIN JAWFISHES,93,202
2010,Gulf*,SPOTTED BURRFISH,5,45
2010,Gulf*,SPOTTED CLEANER SHRIMP,"1,663","1,024"
2010,Gulf*,SPOTTED DRUM,80,"1,287"
2010,Gulf*,SPOTTED GAR,552,365
2010,Gulf*,SPOTTED GOATFISH,11,93
2010,Gulf*,SPOTTED MORAY,91,734
2010,Gulf*,SPOTTED PORCELAIN CRAB,"6,870","5,296"
2010,Gulf*,SPOTTED SPINY LOBSTER,36,211
2010,Gulf*,"SQUID, LONGFIN LOLIGO",NA,NA
2010,Gulf*,"SQUID,ATLANTIC BRIEF","2,334","3,034"
2010,Gulf*,SQUIDS,"27,918","24,461"
2010,Gulf*,SQUIRRELFISHES,"1,536","3,805"
2010,Gulf*,"STAR, SERPENT BRITTLE","7,936","8,455"
2010,Gulf*,STAREYE HERMIT,467,"1,254"
2010,Gulf*,STARGAZER FAMILY,23,32
2010,Gulf*,"STARS, BRITTLE","1,888","3,941"
2010,Gulf*,"STARS, OTHER SEA","1,428","6,881"
2010,Gulf*,STOPLIGHT PARROTFISH,93,"1,088"
2010,Gulf*,STRIPED BURRFISH,"3,339","3,227"
2010,Gulf*,STRIPED PARROTFISH,159,951
2010,Gulf*,SUCKERS,"26,337","14,318"
2010,Gulf*,SUN ANEMONE,58,224
2010,Gulf*,SUNSHINEFISH,636,"1,131"
2010,Gulf*,SURGEONFISHES,195,337
2010,Gulf*,SWORDFISH,"1,408,101","4,569,733"
2010,Gulf*,TEGULA,"4,011",475
2010,Gulf*,TEUTHIDA,"41,468","20,552"
2010,Gulf*,THINSTRIPE HERMIT,"27,551","9,092"
2010,Gulf*,THREADNOSE BASS,1,50
2010,Gulf*,THREESPOT DAMSELFISH,22,56
2010,Gulf*,TIGER GOBY,356,356
2010,Gulf*,TILAPIAS,"254,692","128,213"
2010,Gulf*,"TILEFISH, ANCHOR",13,12
2010,Gulf*,"TILEFISH, BLACKLINE",194,256
2010,Gulf*,"TILEFISH, BLUELINE","36,938","45,110"
2010,Gulf*,"TILEFISH, GOLDEN","543,319","1,360,249"
2010,Gulf*,"TILEFISH, GOLDFACE",16,28
2010,Gulf*,"TILEFISH, SAND",47,55
2010,Gulf*,TILEFISHES,"5,251","8,451"
2010,Gulf*,TOADFISHES,288,649
2010,Gulf*,TOBACCOFISH,105,497
2010,Gulf*,TRICOLOR HERMIT,"1,921,405","236,281"
2010,Gulf*,"TRIGGERFISH, GRAY","11,112","12,495"
2010,Gulf*,"TRIGGERFISH, QUEEN",2,50
2010,Gulf*,TRIPLETAIL,"9,430","29,753"
2010,Gulf*,TROCHIDAE,"187,875","57,109"
2010,Gulf*,TRUE CRABS,"1,687","1,210"
2010,Gulf*,TRUE TULIP,367,775
2010,Gulf*,TRUMPETFISH,11,115
2010,Gulf*,"TUNA, ALBACORE","92,205","108,944"
2010,Gulf*,"TUNA, BIGEYE","315,014","1,011,751"
2010,Gulf*,"TUNA, BLACKFIN","15,970","19,569"
2010,Gulf*,"TUNA, BLUEFIN","72,983","354,679"
2010,Gulf*,"TUNA, LITTLE TUNNY","928,540","282,438"
2010,Gulf*,"TUNA, SKIPJACK","1,269","2,047"
2010,Gulf*,"TUNA, YELLOWFIN","912,133","3,211,065"
2010,Gulf*,TUNAS,41,83
2010,Gulf*,TURBINIDAE,"1,574,573","208,653"
2010,Gulf*,"TURTLE, SNAPPING",380,"1,176"
2010,Gulf*,TURTLES,"8,055","3,874"
2010,Gulf*,TWOSPOT CARDINALFISH,222,507
2010,Gulf*,UCA,"1,788,604","311,739"
2010,Gulf*,ULOTRICHALES,"1,504","12,730"
2010,Gulf*,UNIDENTIFIED (SHARKS),"22,375","317,872"
2010,Gulf*,WAHOO,"40,303","94,229"
2010,Gulf*,WENCHMAN,"9,174","5,652"
2010,Gulf*,"WHELK, LIGHTNING","1,968","2,248"
2010,Gulf*,WHITESPOTTED FILEFISH,26,215
2010,Gulf*,WITHHELD FOR CONFIDENTIALITY,NA,NA
2010,Gulf*,WRASSE BASS,23,"1,345"
2010,Gulf*,WRASSE BLENNY,5,67
2010,Gulf*,WRASSE FAMILY,329,"1,156"
2010,Gulf*,WRECKFISH,"51,368","140,229"
2010,Gulf*,XYRICHTYS,85,410
2010,Gulf*,YELLOW JACK,"26,893","29,246"
2010,Gulf*,YELLOW STINGRAY,151,"1,412"
2010,Gulf*,YELLOWHEAD JAWFISH,"9,791","33,749"
2010,Gulf*,YELLOWHEAD WRASSE,726,"1,661"
2010,Gulf*,YELLOWLINE ARROW CRAB,"8,219","7,337"
2010,Gulf*,YELLOWLINE GOBY,12,120
2010,Gulf*,YELLOWTAIL DAMSELFISH,269,968
2010,Gulf*,YELLOWTAIL REEFFISH,32,68
2010,South Atlantic*,ACTINIIDAE,"11,437","3,176"
2010,South Atlantic*,ALPHEUS,"2,529","1,537"
2010,South Atlantic*,"AMBERJACK, GREATER","1,124,098","1,161,613"
2010,South Atlantic*,"AMBERJACK, LESSER","40,305","47,121"
2010,South Atlantic*,AMPHINOMIDAE,10,80
2010,South Atlantic*,ANCHOVIES,"66,468","20,383"
2010,South Atlantic*,"ANEMONE, GIANT CARIBBEAN","38,124","52,836"
2010,South Atlantic*,ANGELWING,4,18
2010,South Atlantic*,ANGULAR TRITON,301,182
2010,South Atlantic*,APLYSIIDAE,"1,046","2,549"
2010,South Atlantic*,ATLANTIC BUMPER,"27,834","12,296"
2010,South Atlantic*,ATLANTIC DEER COWRIE,223,570
2010,South Atlantic*,ATLANTIC MENHADEN,"147,001","56,378"
2010,South Atlantic*,ATLANTIC PYGMY OCTOPUS,112,378
2010,South Atlantic*,ATLANTIC SPADEFISH,"18,052","10,355"
2010,South Atlantic*,ATLANTIC THORNY OYSTER,580,"2,566"
2010,South Atlantic*,BALLONFISH,173,"1,607"
2010,South Atlantic*,BANDED BLENNY,155,330
2010,South Atlantic*,BANDED BUTTERFLYFISH,133,671
2010,South Atlantic*,BANDED CORAL SHRIMP,"4,070","8,711"
2010,South Atlantic*,BANK BUTTERFLYFISH,28,"2,798"
2010,South Atlantic*,BAR JACK,"18,754","18,237"
2010,South Atlantic*,"BARBIER, RED",27,350
2010,South Atlantic*,BARRED BLENNY,10,19
2010,South Atlantic*,BARRELFISH,"18,902","44,474"
2010,South Atlantic*,BASKET STAR,493,"1,472"
2010,South Atlantic*,"BASS, BLACK SEA","260,864","300,959"
2010,South Atlantic*,"BASS, LONGTAIL",29,36
2010,South Atlantic*,"BASS, ROCK SEA","33,597","38,273"
2010,South Atlantic*,"BASSES, MIXED SEA","2,897","3,331"
2010,South Atlantic*,BEAUGREGORY,348,763
2010,South Atlantic*,BELTED SANDFISH,16,201
2010,South Atlantic*,BICOLOR DAMSELFISH,195,294
2010,South Atlantic*,BIGEYE FAMILY,"3,588","3,961"
2010,South Atlantic*,BIGSCALE POMFRET,67,92
2010,South Atlantic*,"BISCUIT, INFLATED SEA",10,10
2010,South Atlantic*,"BISCUITS, SEA","7,066","3,457"
2010,South Atlantic*,BLACK BRITTLE STAR,"6,643","8,194"
2010,South Atlantic*,BLACK BROTULA,4,75
2010,South Atlantic*,BLACKBAR SOLDIERFISH,121,"2,564"
2010,South Atlantic*,BLACKEAR WRASSE,11,39
2010,South Atlantic*,BLACKEDGE MORAY,154,227
2010,South Atlantic*,BLUE ANGELFISH,"7,458","103,673"
2010,South Atlantic*,BLUE CHROMIS,"4,553","13,567"
2010,South Atlantic*,BLUE PARROTFISH,14,137
2010,South Atlantic*,BLUE TANG,"2,807","16,725"
2010,South Atlantic*,BLUEFISH,"329,782","134,948"
2010,South Atlantic*,BLUEHEAD,"3,670","9,355"
2010,South Atlantic*,BONEFISH,"35,202","47,201"
2010,South Atlantic*,BOX CRABS,146,201
2010,South Atlantic*,BOXFISH GENUS,48,55
2010,South Atlantic*,BOXFISHES,59,147
2010,South Atlantic*,BROWN CHROMIS,57,139
2010,South Atlantic*,BRUISED NASSA,"65,159","9,543"
2010,South Atlantic*,BRYOPSIDALES,"1,191","1,562"
2010,South Atlantic*,BRYOZOANS,188,"1,988"
2010,South Atlantic*,BUTTER HAMLET,766,"3,225"
2010,South Atlantic*,CARDINALFISH FAMILY,34,69
2010,South Atlantic*,CARIBBEAN REEF OCTOPUS,169,874
2010,South Atlantic*,"CATFISHES, SEA","9,090","5,353"
2010,South Atlantic*,CAULERPACEAE,"2,429","10,993"
2010,South Atlantic*,CHALK BASS,35,127
2010,South Atlantic*,CHAMIDAE,240,502
2010,South Atlantic*,CHERUBFISH,328,"1,438"
2010,South Atlantic*,CHESTNUT TURBAN,"45,544","8,023"
2010,South Atlantic*,CLAMS OR BIVALVES,693,"5,541"
2010,South Atlantic*,CLEANER SHRIMP,52,378
2010,South Atlantic*,CLINGFISH FAMILY,460,499
2010,South Atlantic*,CLOWN WRASSE,368,"1,149"
2010,South Atlantic*,COBIA,"186,655","581,573"
2010,South Atlantic*,COCOA DAMSELFISH,24,31
2010,South Atlantic*,COMBTOOTH BLENNY FAMILY,"1,096","1,773"
2010,South Atlantic*,COMMON OCTOPUS,156,407
2010,South Atlantic*,CONEY,3,112
2010,South Atlantic*,CONUS,503,65
2010,South Atlantic*,CORALLIMORPHARIA,341,991
2010,South Atlantic*,CORALLIMORPHIDAE,500,"2,900"
2010,South Atlantic*,CORALLINACEAE,510,60
2010,South Atlantic*,CORALS,"18,004","73,092"
2010,South Atlantic*,"COWRIE, ATLANTIC GRAY",4,2
2010,South Atlantic*,"CRAB, BLUE","8,481,802","10,350,482"
2010,South Atlantic*,"CRAB, DEEPSEA GOLDEN","560,122","981,433"
2010,South Atlantic*,"CRAB, HORSESHOE","23,571","29,933"
2010,South Atlantic*,CRABS,"29,094","26,965"
2010,South Atlantic*,CREOLE WRASSE,579,"1,516"
2010,South Atlantic*,"CROAKER, ATLANTIC","113,629","91,763"
2010,South Atlantic*,CROWN CONCH,"2,430","1,134"
2010,South Atlantic*,CUBBYU,12,56
2010,South Atlantic*,"CUCUMBERS, OTHER SEA",820,"3,985"
2010,South Atlantic*,CUSK-EELS,"4,264","5,609"
2010,South Atlantic*,CUTLASSFISHES,"50,159","60,561"
2010,South Atlantic*,DAMSELFISH FAMILY,21,17
2010,South Atlantic*,DEEPWATER CORAL,"3,250","13,538"
2010,South Atlantic*,DEEPWATER SQUIRRELFISH,11,46
2010,South Atlantic*,DISCOSOMA,601,"1,094"
2010,South Atlantic*,DOCTORFISH,39,402
2010,South Atlantic*,"DOLLAR, NOTCHED SAND",520,345
2010,South Atlantic*,"DOLLARS, OTHER SAND","180,545","41,017"
2010,South Atlantic*,"DOLLARS, SIX-HOLED KEYHOLE SAND",50,5
2010,South Atlantic*,DOLPHINFISH,"372,299","707,049"
2010,South Atlantic*,DRAGONETS,2,5
2010,South Atlantic*,"DRUM, BLACK","30,861","27,658"
2010,South Atlantic*,DUSKY DAMSELFISH,1,2
2010,South Atlantic*,DUSKY JAWFISH,414,"1,215"
2010,South Atlantic*,DWARF SEAHORSE,"14,623","28,944"
2010,South Atlantic*,EAGLE RAY FAMILY,5,"2,500"
2010,South Atlantic*,EASTERN MUDSNAIL,300,120
2010,South Atlantic*,"EEL, AMERICAN","2,196","4,994"
2010,South Atlantic*,"EEL, MORAYS",132,"2,434"
2010,South Atlantic*,EELS,"1,044","1,449"
2010,South Atlantic*,"EELS, CONGER",52,"1,560"
2010,South Atlantic*,FALSE ARROW CRAB,"1,680",902
2010,South Atlantic*,FEATHER STARS,602,130
2010,South Atlantic*,"FILEFISH, PYGMY",21,105
2010,South Atlantic*,FINFISH,"2,297,774","674,445"
2010,South Atlantic*,FLAMEFISH,"1,964","3,625"
2010,South Atlantic*,FLAMINGO TONGUE,115,75
2010,South Atlantic*,FLATFISH,809,825
2010,South Atlantic*,FLORIDA BLENNY,40,119
2010,South Atlantic*,FLORIDA CORALLIMORPHARIAN,"32,100","80,674"
2010,South Atlantic*,FLORIDA FIGHTING CONCH,"4,911","7,854"
2010,South Atlantic*,FLORIDA MITER,120,120
2010,South Atlantic*,FLORIDA REGAL DORIS,344,"2,076"
2010,South Atlantic*,FLORIDA SEA CUCUMBER,"9,491","8,423"
2010,South Atlantic*,FLORIDA SNAIL CERITHIDEA,"196,970","36,081"
2010,South Atlantic*,"FLOUNDER, SOUTHERN","78,927","208,936"
2010,South Atlantic*,"FLOUNDER, SUMMER","18,981","39,653"
2010,South Atlantic*,FLOUNDERS,"40,341","107,005"
2010,South Atlantic*,FLYINGFISHES,"9,996","3,958"
2010,South Atlantic*,FOUREYE BUTTERFLYFISH,941,"3,475"
2010,South Atlantic*,FRENCH ANGELFISH,"1,944","30,846"
2010,South Atlantic*,FROGFISHES,1,5
2010,South Atlantic*,FURCATE SPIDER CRAB,"3,715","2,102"
2010,South Atlantic*,GAG,"689,443","2,529,608"
2010,South Atlantic*,GIANT HERMIT,192,353
2010,South Atlantic*,GLASS BLENNY,25,56
2010,South Atlantic*,GLASSEYE SNAPPER,1,10
2010,South Atlantic*,GLASSY SWEEPER,91,849
2010,South Atlantic*,GOATFISHES,"11,299","2,845"
2010,South Atlantic*,GOBY FAMILY,"2,032","3,376"
2010,South Atlantic*,GOLDEN CORAL SHRIMP,40,120
2010,South Atlantic*,GOLDENTAIL MORAY,36,"1,009"
2010,South Atlantic*,GOLDSPOTTED EEL,1,8
2010,South Atlantic*,GRAY ANGELFISH,"2,192","22,163"
2010,South Atlantic*,GRAYSBY,557,"2,014"
2010,South Atlantic*,GREAT BARRACUDA,"124,571","126,055"
2010,South Atlantic*,GREEN CLINGING CRAB,"144,774","115,927"
2010,South Atlantic*,GREEN MORAY,8,600
2010,South Atlantic*,GREEN SEA MAT,"9,238","4,598"
2010,South Atlantic*,GREEN SEA URCHIN,"28,653","60,569"
2010,South Atlantic*,GROOVED-BLADE SEA WHIP,"10,523","43,017"
2010,South Atlantic*,"GROUPER, BLACK","68,520","234,318"
2010,South Atlantic*,"GROUPER, MISTY",588,"1,744"
2010,South Atlantic*,"GROUPER, RED","3,493,370","9,006,779"
2010,South Atlantic*,"GROUPER, SNOWY","130,169","379,630"
2010,South Atlantic*,"GROUPER, WARSAW","5,606","13,515"
2010,South Atlantic*,"GROUPER, YELLOWEDGE","370,195","1,298,186"
2010,South Atlantic*,"GROUPER, YELLOWFIN",659,"2,107"
2010,South Atlantic*,"GROUPER, YELLOWMOUTH",93,323
2010,South Atlantic*,GROUPERS,458,"5,039"
2010,South Atlantic*,"GRUNT, COTTONWICK",62,75
2010,South Atlantic*,"GRUNT, FRENCH",507,"5,052"
2010,South Atlantic*,"GRUNT, TOMTATE",180,"3,600"
2010,South Atlantic*,GRUNTS,"277,379","245,460"
2010,South Atlantic*,GULF BUTTERFISH,"186,527","63,282"
2010,South Atlantic*,GULF FLOUNDER,"56,233","151,568"
2010,South Atlantic*,GUYANA BUTTERFLYFISH,5,"4,099"
2010,South Atlantic*,GYMNACHIRUS,21,18
2010,South Atlantic*,HAIRY BLENNY,34,56
2010,South Atlantic*,"HAKES, RED AND WHITE","6,069","8,815"
2010,South Atlantic*,HALICLONA COMPRESSA,"5,549","16,734"
2010,South Atlantic*,HALIEUTICHTHYS,273,857
2010,South Atlantic*,HALIMEDA,"3,052","5,023"
2010,South Atlantic*,HARLEQUIN BASS,495,"1,764"
2010,South Atlantic*,HARVESTFISH,"2,925",878
2010,South Atlantic*,HAWKWING CONCH,"61,116","6,317"
2010,South Atlantic*,HEMIRAMPHUS,"1,104,503","792,849"
2010,South Atlantic*,"HERRING, ATLANTIC THREAD","1,174,246","188,692"
2010,South Atlantic*,"HERRING, ROUND",49,30
2010,South Atlantic*,HERRINGS,"1,527",976
2010,South Atlantic*,HIGH-HAT,"1,546","3,397"
2010,South Atlantic*,"HIND, RED","1,493","3,188"
2010,South Atlantic*,"HIND, ROCK",293,784
2010,South Atlantic*,"HIND, SPECKLED","17,738","44,915"
2010,South Atlantic*,HIPPOSPONGIA,"99,157","257,184"
2010,South Atlantic*,HOGFISH,"46,597","161,008"
2010,South Atlantic*,HONEYCOMB COWFISH,628,551
2010,South Atlantic*,HORSE CONCH,202,709
2010,South Atlantic*,INSHORE LIZARDFISH,10,97
2010,South Atlantic*,IRISH POMPANO,"74,670","105,333"
2010,South Atlantic*,"JACK, ALMACO","106,653","106,426"
2010,South Atlantic*,"JACK, CREVALLE","615,029","495,212"
2010,South Atlantic*,"JACK, HORSE-EYE",751,642
2010,South Atlantic*,JACKKNIFE-FISH,"1,262","6,781"
2010,South Atlantic*,JACKS,"72,063","43,238"
2010,South Atlantic*,JAMAICAN CASSIOPEA,"3,114","3,388"
2010,South Atlantic*,JAWFISH FAMILY,40,"1,142"
2010,South Atlantic*,JELLYFISH,315,"3,903"
2010,South Atlantic*,KEY BROTULA,7,35
2010,South Atlantic*,KEYHOLE SAND DOLLAR,"1,022,696","217,755"
2010,South Atlantic*,KINGFISHES,"376,583","402,571"
2010,South Atlantic*,LADYFISH,"1,127,140","554,616"
2010,South Atlantic*,LAND HERMIT CRABS,"17,813","4,457"
2010,South Atlantic*,LANTERN BASS,49,157
2010,South Atlantic*,LEATHERJACKETS,"149,248","238,570"
2010,South Atlantic*,LESSER ELECTRIC RAY,1,10
2010,South Atlantic*,LETTUCE SLUG,"12,410","11,530"
2010,South Atlantic*,LIMULUS,993,"2,979"
2010,South Atlantic*,LINED SEAHORSE,"1,147","5,897"
2010,South Atlantic*,"LIONFISH, RED",10,82
2010,South Atlantic*,LIONS-PAW SCALLOP,7,49
2010,South Atlantic*,"LOBSTER, CARIBBEAN SPINY","5,758,147","35,524,781"
2010,South Atlantic*,"LOBSTER, SLIPPER",364,836
2010,South Atlantic*,LONGFIN DAMSELFISH,85,170
2010,South Atlantic*,LONGSNOUT BUTTERFLYFISH,34,410
2010,South Atlantic*,LOOKDOWN,"9,141","31,791"
2010,South Atlantic*,LOXORHYNCHUS,"18,688","12,445"
2010,South Atlantic*,"MACKEREL SHARKS, UNCLASSIFIED","2,327","2,482"
2010,South Atlantic*,"MACKEREL, ATLANTIC","82,424","12,539"
2010,South Atlantic*,"MACKEREL, CERO","20,800","28,232"
