predator,prey name,ja.avail.ratio,index,name,predator name,predator type,prey type,availability,mean_av,min_av,max_av
PIN,skates and rays,0,160,pPREY2PIN2,pinfish,adult,adult,0,0.002476405269580205,0,0.312740981578827
MPL,skates and rays,0,163,pPREY1MPL2,medium pelagic fish,adult,juvenile,0,0.002782169414997465,0,0.28125
MPL,skates and rays,0,164,pPREY2MPL2,medium pelagic fish,adult,adult,0,0.002782169414997465,0,0.28125
SPL,skates and rays,0,167,pPREY1SPL2,small pelagic fish,adult,juvenile,0,0.0019389871896479357,0,0.280000001192093
SPL,skates and rays,0,168,pPREY2SPL2,small pelagic fish,adult,adult,0,0.0019389871896479357,0,0.280000001192093
TIP,skates and rays,3333.3334790209124,171,pPREY1TIP2,blacktip shark,adult,juvenile,6.00000028498471e-4,0.008938471447216472,0,0.388799995183945
TIP,skates and rays,3333.3334790209124,172,pPREY2TIP2,blacktip shark,adult,adult,1.80000000682412e-7,0.008938471447216472,0,0.388799995183945
BEN,skates and rays,19.99999935324823,175,pPREY1BEN2,benthic feeding sharks,adult,juvenile,0.00719999987632036,0.007351421617162635,0,0.4
BEN,skates and rays,19.99999935324823,176,pPREY2BEN2,benthic feeding sharks,adult,adult,3.6000000545755e-4,0.007351421617162635,0,0.4
LGS,skates and rays,19.999998267629255,179,pPREY1LGS2,large sharks,adult,juvenile,0.00167999998666346,0.01310897720297144,0,0.4
LGS,skates and rays,19.999998267629255,180,pPREY2LGS2,large sharks,adult,adult,8.40000066091307e-5,0.01310897720297144,0,0.4
FIL,skates and rays,0,183,pPREY1FIL2,filter feeding sharks,adult,juvenile,0,0.010343475244174899,0,0.400000005960464
FIL,skates and rays,0,184,pPREY2FIL2,filter feeding sharks,adult,adult,0,0.010343475244174899,0,0.400000005960464
SMS,skates and rays,0,187,pPREY1SMS2,small sharks,adult,juvenile,0,0.003926910599777132,0,0.4
SMS,skates and rays,0,188,pPREY2SMS2,small sharks,adult,adult,0,0.003926910599777132,0,0.4
RAY,skates and rays,0,191,pPREY1RAY2,skates and rays,adult,juvenile,0,0.003023520048827739,0,0.230579987168312
RAY,skates and rays,0,192,pPREY2RAY2,skates and rays,adult,adult,0,0.003023520048827739,0,0.230579987168312
BSH,skates and rays,0,195,pPREY1BSH2,brown shrimp,adult,juvenile,0,0.0021571768950158377,0,0.172799989581108
BSH,skates and rays,0,196,pPREY2BSH2,brown shrimp,adult,adult,0,0.0021571768950158377,0,0.172799989581108
WSH,skates and rays,0,199,pPREY1WSH2,white shrimp,adult,juvenile,0,0.0034963042677662345,0,0.1
WSH,skates and rays,0,200,pPREY2WSH2,white shrimp,adult,adult,0,0.0034963042677662345,0,0.1
PSH,skates and rays,0,203,pPREY1PSH2,pink shrimp,adult,juvenile,0,0.003969511464712663,0,0.1
PSH,skates and rays,0,204,pPREY2PSH2,pink shrimp,adult,adult,0,0.003969511464712663,0,0.1
OSH,skates and rays,0,207,pPREY1OSH2,other shrimp,adult,juvenile,0,0.0024655542383202438,0,0.112499997019768
OSH,skates and rays,0,208,pPREY2OSH2,other shrimp,adult,adult,0,0.0024655542383202438,0,0.112499997019768
DBR,skates and rays,0,211,pPREY1DBR2,diving birds,adult,juvenile,0,0.009878776333380692,0,0.4
DBR,skates and rays,0,212,pPREY2DBR2,diving birds,adult,adult,0,0.009878776333380692,0,0.4
SBR,skates and rays,0,215,pPREY1SBR2,surface feeding birds,adult,juvenile,0,0.005177204055484092,0,0.389697760343552
SBR,skates and rays,0,216,pPREY2SBR2,surface feeding birds,adult,adult,0,0.005177204055484092,0,0.389697760343552
MAN,skates and rays,0,219,pPREY1MAN2,manatee,adult,juvenile,0,0.007074468188294935,0,0.200000002980232
MAN,skates and rays,0,220,pPREY2MAN2,manatee,adult,adult,0,0.007074468188294935,0,0.200000002980232
MYS,skates and rays,0,223,pPREY1MYS2,mysticeti,adult,juvenile,0,0.005533542707035106,0,0.300000011920929
MYS,skates and rays,0,224,pPREY2MYS2,mysticeti,adult,adult,0,0.005533542707035106,0,0.300000011920929
DOL,skates and rays,0,227,pPREY1DOL2,dolphins and porpoises,adult,juvenile,0,0.009733429139218158,0,0.4
DOL,skates and rays,0,228,pPREY2DOL2,dolphins and porpoises,adult,adult,0,0.009733429139218158,0,0.4
DDO,skates and rays,0,231,pPREY1DDO2,deep diving odontocetae,adult,juvenile,0,0.0037324546547922374,0,0.4
DDO,skates and rays,0,232,pPREY2DDO2,deep diving odontocetae,adult,adult,0,0.0037324546547922374,0,0.4
LOG,skates and rays,0,235,pPREY1LOG2,loggerhead,adult,juvenile,0,0.003658857819202318,0,0.300000011920929
LOG,skates and rays,0,236,pPREY2LOG2,loggerhead,adult,adult,0,0.003658857819202318,0,0.300000011920929
KMP,skates and rays,0,239,pPREY1KMP2,kemps ridley,adult,juvenile,0,5.953013685133881e-4,0,0.0566999986767769
KMP,skates and rays,0,240,pPREY2KMP2,kemps ridley,adult,adult,0,5.953013685133881e-4,0,0.0566999986767769
TUR,skates and rays,0,243,pPREY1TUR2,other turtles,adult,juvenile,0,4.411527851192898e-4,0,0.0599999986588955
TUR,skates and rays,0,244,pPREY2TUR2,other turtles,adult,adult,0,4.411527851192898e-4,0,0.0599999986588955
BCR,skates and rays,NA,245,pPREYBCR,blue crab,adult,adult,0,0.002295565226320898,0,0.150000005960464
SCR,skates and rays,NA,246,pPREYSCR,stone crab,adult,adult,0,0.0020881184135301393,0,0.150000005960464
LOB,skates and rays,NA,247,pPREYLOB,crabs and lobsters,adult,adult,0,0.001657533214045498,0,0.0999249964952469
SPG,skates and rays,NA,248,pPREYSPG,sponges,adult,adult,0,9.08520298829489e-4,0,0.0399999991059303
CMB,skates and rays,NA,249,pPREYCMB,carnivorous macrobenthos,adult,adult,0,0.004676787743242909,0,0.200000002980232
INF,skates and rays,NA,250,pPREYINF,infaunal meiobenthos,adult,adult,0,0.002579532363291959,0,0.0799999982118607
ECH,skates and rays,NA,251,pPREYECH,herbivorous echinoderms,adult,adult,0,0.0010627659779674909,0,0.0998999997973442
OYS,skates and rays,NA,252,pPREYOYS,oysters,adult,adult,0,0.006436383033012147,0,0.200000002980232
BIV,skates and rays,NA,253,pPREYBIV,bivalves,adult,adult,0,0.0012937297582347942,0,0.0799999982118607
SES,skates and rays,NA,254,pPREYSES,sessile filter feeders,adult,adult,0,0.005372553229925808,0,0.200000002980232
DIN,skates and rays,NA,255,pPREYDIN,toxic dinoflagellates,adult,adult,0,2.3829788180127554e-5,0,0.0020000000949949
PRO,skates and rays,NA,256,pPREYPRO,protists,adult,adult,0,0.002010751643604801,0,0.0900000035762787
JEL,skates and rays,NA,257,pPREYJEL,jellyfish,adult,adult,0,1.387437564816487e-4,0,0.00999999977648258
SQU,skates and rays,NA,258,pPREYSQU,squid,adult,adult,0,1.4590045021794465e-4,0,0.00999999977648258
LZP,skates and rays,NA,259,pPREYLZP,large zooplankton,adult,adult,0,9.74596101817648e-4,0,0.0900000035762787
SZP,skates and rays,NA,260,pPREYSZP,small zooplankton,adult,adult,0,9.896772721736259e-4,0,0.0900000035762787
PB,skates and rays,NA,261,pPREYPB,bacteria,adult,adult,0,0.0011399952344117704,0,0.0999950021505356
BB,skates and rays,NA,262,pPREYBB,sediment bacteria,adult,adult,0,0.0012020803408378559,0,0.0999950021505356
GAG,brown shrimp,0,3,pPREY1GAG2,gag grouper,adult,juvenile,0,0.012548732114075735,0,0.4
GAG,brown shrimp,0,4,pPREY2GAG2,gag grouper,adult,adult,0,0.012548732114075735,0,0.4
RGR,brown shrimp,0,7,pPREY1RGR2,red grouper,adult,juvenile,0,0.020951561032141512,0,0.4
RGR,brown shrimp,0,8,pPREY2RGR2,red grouper,adult,adult,7.25759991837549e-6,0.020951561032141512,0,0.4
SCM,brown shrimp,0,11,pPREY1SCM2,scamp,adult,juvenile,0,0.02494856582037302,0,0.4
SCM,brown shrimp,0,12,pPREY2SCM2,scamp,adult,adult,0,0.02494856582037302,0,0.4
SSR,brown shrimp,0,15,pPREY1SSR2,shallow serranidae,adult,juvenile,0,0.006225914857619887,0,0.277136623859406
SSR,brown shrimp,0,16,pPREY2SSR2,shallow serranidae,adult,adult,1.16640001124324e-6,0.006225914857619887,0,0.277136623859406
DSR,brown shrimp,0,19,pPREY1DSR2,deep serranidae,adult,juvenile,0,0.02321533464012054,0,0.4
DSR,brown shrimp,0,20,pPREY2DSR2,deep serranidae,adult,adult,1.04044947875082e-5,0.02321533464012054,0,0.4
RSN,brown shrimp,0,23,pPREY1RSN2,red snapper,adult,juvenile,0,0.00973902701397473,0,0.4
RSN,brown shrimp,0,24,pPREY2RSN2,red snapper,adult,adult,6.68860479891009e-7,0.00973902701397473,0,0.4
VSN,brown shrimp,179.3686334042495,27,pPREY1VSN2,vermilion snapper,adult,juvenile,2.44943978032097e-4,0.008080765895336316,0,0.318937480449677
VSN,brown shrimp,179.3686334042495,28,pPREY2VSN2,vermilion snapper,adult,adult,1.36558981012058e-6,0.008080765895336316,0,0.318937480449677
LUT,brown shrimp,1054.6875795828953,31,pPREY1LUT2,lutjanidae,adult,juvenile,0.00841995049268007,0.00893843303524281,0,0.4
LUT,brown shrimp,1054.6875795828953,32,pPREY2LUT2,lutjanidae,adult,adult,7.9833598647383e-6,0.00893843303524281,0,0.4
BIO,brown shrimp,0,35,pPREY1BIO2,bioeroding fish,adult,juvenile,0,0.001325245355329917,0,0.0839999988675117
BIO,brown shrimp,0,36,pPREY2BIO2,bioeroding fish,adult,adult,0,0.001325245355329917,0,0.0839999988675117
LRF,brown shrimp,674.9999023505521,39,pPREY1LRF2,large reef fish,adult,juvenile,0.00414618710055947,0.005350835054222534,0,0.4
LRF,brown shrimp,674.9999023505521,40,pPREY2LRF2,large reef fish,adult,adult,6.14250029684627e-6,0.005350835054222534,0,0.4
SRF,brown shrimp,337.49998186424415,43,pPREY1SRF2,small reef fish,adult,juvenile,0.10886400192976,0.010959125060162622,0,0.4
SRF,brown shrimp,337.49998186424415,44,pPREY2SRF2,small reef fish,adult,adult,3.22560023050755e-4,0.010959125060162622,0,0.4
BDR,brown shrimp,0,47,pPREY1BDR2,black drum,adult,juvenile,0,0.005177249600295398,0,0.4
BDR,brown shrimp,0,48,pPREY2BDR2,black drum,adult,adult,0,0.005177249600295398,0,0.4
RDR,brown shrimp,1249.9999525869275,51,pPREY1RDR2,red drum,adult,juvenile,0.0238820407539606,0.0172068160219246,0,0.4
RDR,brown shrimp,1249.9999525869275,52,pPREY2RDR2,red drum,adult,adult,1.91056333278539e-5,0.0172068160219246,0,0.4
SEA,brown shrimp,0,55,pPREY1SEA2,seatrout,adult,juvenile,0,0.006731622274894689,0,0.4
SEA,brown shrimp,0,56,pPREY2SEA2,seatrout,adult,adult,6.53184031307319e-8,0.006731622274894689,0,0.4
SCI,brown shrimp,565.3124396306735,59,pPREY1SCI2,sciaenidae,adult,juvenile,0.00474753929302096,0.002335373208255513,0,0.151779532432556
SCI,brown shrimp,565.3124396306735,60,pPREY2SCI2,sciaenidae,adult,adult,8.39808035379974e-6,0.002335373208255513,0,0.151779532432556
LDY,brown shrimp,6.750000483635417,63,pPREY1LDY2,ladyfish,adult,juvenile,1.22969549920526e-5,0.0040466363210868595,0,0.4
LDY,brown shrimp,6.750000483635417,64,pPREY2LDY2,ladyfish,adult,adult,1.82177097940439e-6,0.0040466363210868595,0,0.4
MUL,brown shrimp,565.3124994262799,67,pPREY1MUL2,mullets,adult,juvenile,0.0024924585595727,7.996890624515312e-4,0,0.0461493879556656
MUL,brown shrimp,565.3124994262799,68,pPREY2MUL2,mullets,adult,adult,4.40899248133064e-6,7.996890624515312e-4,0,0.0461493879556656
POM,brown shrimp,3.5341237534657255,71,pPREY1POM2,pompano,adult,juvenile,2.91599990305258e-5,0.0010691412281520572,0,0.0464877001941204
POM,brown shrimp,3.5341237534657255,72,pPREY2POM2,pompano,adult,adult,8.2509841377032e-6,0.0010691412281520572,0,0.0464877001941204
SHP,brown shrimp,0,75,pPREY1SHP2,sheepshead,adult,juvenile,0,0.0018429323240923589,0,0.280000001192093
SHP,brown shrimp,0,76,pPREY2SHP2,sheepshead,adult,adult,0,0.0018429323240923589,0,0.280000001192093
SNK,brown shrimp,0,79,pPREY1SNK2,snook,adult,juvenile,0,0.007367061848117459,0,0.4
SNK,brown shrimp,0,80,pPREY2SNK2,snook,adult,adult,1.31220003822818e-5,0.007367061848117459,0,0.4
FLT,brown shrimp,10.227271041200595,83,pPREY1FLT2,flatfish,adult,juvenile,2.04119976842776e-4,0.002271388034520254,0,0.224000006914139
FLT,brown shrimp,10.227271041200595,84,pPREY2FLT2,flatfish,adult,adult,1.99584010260878e-5,0.002271388034520254,0,0.224000006914139
ODF,brown shrimp,5.785714388831603,87,pPREY1ODF2,other demersal fish,adult,juvenile,5.24880015291274e-4,0.008085361496678817,0,0.4
ODF,brown shrimp,5.785714388831603,88,pPREY2ODF2,other demersal fish,adult,adult,9.07200010260567e-5,0.008085361496678817,0,0.4
SDF,brown shrimp,0,91,pPREY1SDF2,small demersal fish,adult,juvenile,0,0.003930394182163162,0,0.365446835756302
SDF,brown shrimp,0,92,pPREY2SDF2,small demersal fish,adult,adult,0,0.003930394182163162,0,0.365446835756302
YTN,brown shrimp,0,95,pPREY1YTN2,yellowfin tuna,adult,juvenile,0,0.01685461421438765,0,0.4
YTN,brown shrimp,0,96,pPREY2YTN2,yellowfin tuna,adult,adult,0,0.01685461421438765,0,0.4
BTN,brown shrimp,0,99,pPREY1BTN2,bluefin tuna,adult,juvenile,0,0.02881371888640719,0,0.4
BTN,brown shrimp,0,100,pPREY2BTN2,bluefin tuna,adult,adult,0,0.02881371888640719,0,0.4
LTN,brown shrimp,0,103,pPREY1LTN2,little tunny,adult,juvenile,0,0.020959437043112556,0,0.4
LTN,brown shrimp,0,104,pPREY2LTN2,little tunny,adult,adult,0,0.020959437043112556,0,0.4
OTN,brown shrimp,0,107,pPREY1OTN2,other tuna,adult,juvenile,0,0.005317561204625147,0,0.4
OTN,brown shrimp,0,108,pPREY2OTN2,other tuna,adult,adult,0,0.005317561204625147,0,0.4
SWD,brown shrimp,0,111,pPREY1SWD2,swordfish,adult,juvenile,0,0.011263179046921113,0,0.5
SWD,brown shrimp,0,112,pPREY2SWD2,swordfish,adult,adult,0,0.011263179046921113,0,0.5
WMR,brown shrimp,0,115,pPREY1WMR2,white marlin,adult,juvenile,0,0.004781315824092191,0,0.4
WMR,brown shrimp,0,116,pPREY2WMR2,white marlin,adult,adult,0,0.004781315824092191,0,0.4
BMR,brown shrimp,0,119,pPREY1BMR2,blue marlin,adult,juvenile,0,0.006870783659758944,0,0.4
BMR,brown shrimp,0,120,pPREY2BMR2,blue marlin,adult,adult,0,0.006870783659758944,0,0.4
BIL,brown shrimp,0,123,pPREY1BIL2,other billfish,adult,juvenile,0,0.007601421123430595,0,0.4
BIL,brown shrimp,0,124,pPREY2BIL2,other billfish,adult,adult,0,0.007601421123430595,0,0.4
AMB,brown shrimp,0,127,pPREY1AMB2,greater amberjack,adult,juvenile,0,0.013514059397052636,0,0.400000005960464
AMB,brown shrimp,0,128,pPREY2AMB2,greater amberjack,adult,adult,0,0.013514059397052636,0,0.400000005960464
JCK,brown shrimp,0,131,pPREY1JCK2,jacks,adult,juvenile,0,0.00400246994695737,0,0.4
JCK,brown shrimp,0,132,pPREY2JCK2,jacks,adult,adult,0,0.00400246994695737,0,0.4
KMK,brown shrimp,0,135,pPREY1KMK2,king mackerel,adult,juvenile,0,0.018053418194077447,0,0.4
KMK,brown shrimp,0,136,pPREY2KMK2,king mackerel,adult,adult,0,0.018053418194077447,0,0.4
SMK,brown shrimp,0,139,pPREY1SMK2,spanish mackerel,adult,juvenile,0,0.009550111566070645,0,0.4
SMK,brown shrimp,0,140,pPREY2SMK2,spanish mackerel,adult,adult,0,0.009550111566070645,0,0.4
SAR,brown shrimp,0,143,pPREY1SAR2,spanish sardine,adult,juvenile,0,0.009175764205870195,0,0.400000005960464
SAR,brown shrimp,0,144,pPREY2SAR2,spanish sardine,adult,adult,0,0.009175764205870195,0,0.400000005960464
LPL,brown shrimp,0,147,pPREY1LPL2,large pelagic fish,adult,juvenile,0,0.014335129641767584,0,0.4
LPL,brown shrimp,0,148,pPREY2LPL2,large pelagic fish,adult,adult,0,0.014335129641767584,0,0.4
DWF,brown shrimp,0,151,pPREY1DWF2,deep water fish,adult,juvenile,0,0.001852393292477211,0,0.236013755202293
DWF,brown shrimp,0,152,pPREY2DWF2,deep water fish,adult,adult,0,0.001852393292477211,0,0.236013755202293
MEN,brown shrimp,0,155,pPREY1MEN2,menhaden,adult,juvenile,0,0.0020275224066261567,0,0.0851999968290329
MEN,brown shrimp,0,156,pPREY2MEN2,menhaden,adult,adult,0,0.0020275224066261567,0,0.0851999968290329
PIN,brown shrimp,0,159,pPREY1PIN2,pinfish,adult,juvenile,0,0.002476405269580205,0,0.312740981578827
PIN,brown shrimp,0,160,pPREY2PIN2,pinfish,adult,adult,0,0.002476405269580205,0,0.312740981578827
MPL,brown shrimp,0,163,pPREY1MPL2,medium pelagic fish,adult,juvenile,0,0.002782169414997465,0,0.28125
MPL,brown shrimp,0,164,pPREY2MPL2,medium pelagic fish,adult,adult,0,0.002782169414997465,0,0.28125
SPL,brown shrimp,0,167,pPREY1SPL2,small pelagic fish,adult,juvenile,0,0.0019389871896479357,0,0.280000001192093
SPL,brown shrimp,0,168,pPREY2SPL2,small pelagic fish,adult,adult,0,0.0019389871896479357,0,0.280000001192093
TIP,brown shrimp,0,171,pPREY1TIP2,blacktip shark,adult,juvenile,0,0.008938471447216472,0,0.388799995183945
TIP,brown shrimp,0,172,pPREY2TIP2,blacktip shark,adult,adult,0,0.008938471447216472,0,0.388799995183945
BEN,brown shrimp,0,175,pPREY1BEN2,benthic feeding sharks,adult,juvenile,0,0.007351421617162635,0,0.4
BEN,brown shrimp,0,176,pPREY2BEN2,benthic feeding sharks,adult,adult,0,0.007351421617162635,0,0.4
LGS,brown shrimp,0,179,pPREY1LGS2,large sharks,adult,juvenile,0,0.01310897720297144,0,0.4
LGS,brown shrimp,0,180,pPREY2LGS2,large sharks,adult,adult,0,0.01310897720297144,0,0.4
FIL,brown shrimp,0,183,pPREY1FIL2,filter feeding sharks,adult,juvenile,0,0.010343475244174899,0,0.400000005960464
FIL,brown shrimp,0,184,pPREY2FIL2,filter feeding sharks,adult,adult,0,0.010343475244174899,0,0.400000005960464
SMS,brown shrimp,0,187,pPREY1SMS2,small sharks,adult,juvenile,0,0.003926910599777132,0,0.4
SMS,brown shrimp,0,188,pPREY2SMS2,small sharks,adult,adult,0,0.003926910599777132,0,0.4
RAY,brown shrimp,0,191,pPREY1RAY2,skates and rays,adult,juvenile,0,0.003023520048827739,0,0.230579987168312
RAY,brown shrimp,0,192,pPREY2RAY2,skates and rays,adult,adult,0,0.003023520048827739,0,0.230579987168312
BSH,brown shrimp,0,195,pPREY1BSH2,brown shrimp,adult,juvenile,0,0.0021571768950158377,0,0.172799989581108
BSH,brown shrimp,0,196,pPREY2BSH2,brown shrimp,adult,adult,0,0.0021571768950158377,0,0.172799989581108
WSH,brown shrimp,0,199,pPREY1WSH2,white shrimp,adult,juvenile,0,0.0034963042677662345,0,0.1
WSH,brown shrimp,0,200,pPREY2WSH2,white shrimp,adult,adult,0,0.0034963042677662345,0,0.1
PSH,brown shrimp,0,203,pPREY1PSH2,pink shrimp,adult,juvenile,0,0.003969511464712663,0,0.1
PSH,brown shrimp,0,204,pPREY2PSH2,pink shrimp,adult,adult,0,0.003969511464712663,0,0.1
OSH,brown shrimp,0,207,pPREY1OSH2,other shrimp,adult,juvenile,0,0.0024655542383202438,0,0.112499997019768
OSH,brown shrimp,0,208,pPREY2OSH2,other shrimp,adult,adult,0,0.0024655542383202438,0,0.112499997019768
DBR,brown shrimp,17043.74855505388,211,pPREY1DBR2,diving birds,adult,juvenile,0.0339282415807247,0.009878776333380692,0,0.4
DBR,brown shrimp,17043.74855505388,212,pPREY2DBR2,diving birds,adult,adult,1.99065607375815e-6,0.009878776333380692,0,0.4
SBR,brown shrimp,170155.6643099977,215,pPREY1SBR2,surface feeding birds,adult,juvenile,0.022228667512536,0.005177204055484092,0,0.389697760343552
SBR,brown shrimp,170155.6643099977,216,pPREY2SBR2,surface feeding birds,adult,adult,1.3063724679796e-7,0.005177204055484092,0,0.389697760343552
MAN,brown shrimp,0,219,pPREY1MAN2,manatee,adult,juvenile,0,0.007074468188294935,0,0.200000002980232
MAN,brown shrimp,0,220,pPREY2MAN2,manatee,adult,adult,0,0.007074468188294935,0,0.200000002980232
MYS,brown shrimp,0,223,pPREY1MYS2,mysticeti,adult,juvenile,0,0.005533542707035106,0,0.300000011920929
MYS,brown shrimp,0,224,pPREY2MYS2,mysticeti,adult,adult,0,0.005533542707035106,0,0.300000011920929
DOL,brown shrimp,0,227,pPREY1DOL2,dolphins and porpoises,adult,juvenile,0,0.009733429139218158,0,0.4
DOL,brown shrimp,0,228,pPREY2DOL2,dolphins and porpoises,adult,adult,0,0.009733429139218158,0,0.4
DDO,brown shrimp,0,231,pPREY1DDO2,deep diving odontocetae,adult,juvenile,0,0.0037324546547922374,0,0.4
DDO,brown shrimp,0,232,pPREY2DDO2,deep diving odontocetae,adult,adult,0,0.0037324546547922374,0,0.4
LOG,brown shrimp,0,235,pPREY1LOG2,loggerhead,adult,juvenile,0,0.003658857819202318,0,0.300000011920929
LOG,brown shrimp,0,236,pPREY2LOG2,loggerhead,adult,adult,0,0.003658857819202318,0,0.300000011920929
KMP,brown shrimp,0,239,pPREY1KMP2,kemps ridley,adult,juvenile,0,5.953013685133881e-4,0,0.0566999986767769
KMP,brown shrimp,0,240,pPREY2KMP2,kemps ridley,adult,adult,0,5.953013685133881e-4,0,0.0566999986767769
TUR,brown shrimp,0,243,pPREY1TUR2,other turtles,adult,juvenile,0,4.411527851192898e-4,0,0.0599999986588955
TUR,brown shrimp,0,244,pPREY2TUR2,other turtles,adult,adult,0,4.411527851192898e-4,0,0.0599999986588955
BCR,brown shrimp,NA,245,pPREYBCR,blue crab,adult,adult,1.2960001186002e-5,0.002295565226320898,0,0.150000005960464
SCR,brown shrimp,NA,246,pPREYSCR,stone crab,adult,adult,1.2960001186002e-5,0.0020881184135301393,0,0.150000005960464
LOB,brown shrimp,NA,247,pPREYLOB,crabs and lobsters,adult,adult,1.2960001186002e-5,0.001657533214045498,0,0.0999249964952469
SPG,brown shrimp,NA,248,pPREYSPG,sponges,adult,adult,0,9.08520298829489e-4,0,0.0399999991059303
CMB,brown shrimp,NA,249,pPREYCMB,carnivorous macrobenthos,adult,adult,0,0.004676787743242909,0,0.200000002980232
INF,brown shrimp,NA,250,pPREYINF,infaunal meiobenthos,adult,adult,0,0.002579532363291959,0,0.0799999982118607
ECH,brown shrimp,NA,251,pPREYECH,herbivorous echinoderms,adult,adult,0,0.0010627659779674909,0,0.0998999997973442
OYS,brown shrimp,NA,252,pPREYOYS,oysters,adult,adult,0,0.006436383033012147,0,0.200000002980232
BIV,brown shrimp,NA,253,pPREYBIV,bivalves,adult,adult,0,0.0012937297582347942,0,0.0799999982118607
SES,brown shrimp,NA,254,pPREYSES,sessile filter feeders,adult,adult,0,0.005372553229925808,0,0.200000002980232
DIN,brown shrimp,NA,255,pPREYDIN,toxic dinoflagellates,adult,adult,0,2.3829788180127554e-5,0,0.0020000000949949
PRO,brown shrimp,NA,256,pPREYPRO,protists,adult,adult,0,0.002010751643604801,0,0.0900000035762787
JEL,brown shrimp,NA,257,pPREYJEL,jellyfish,adult,adult,0,1.387437564816487e-4,0,0.00999999977648258
SQU,brown shrimp,NA,258,pPREYSQU,squid,adult,adult,0,1.4590045021794465e-4,0,0.00999999977648258
LZP,brown shrimp,NA,259,pPREYLZP,large zooplankton,adult,adult,0,9.74596101817648e-4,0,0.0900000035762787
SZP,brown shrimp,NA,260,pPREYSZP,small zooplankton,adult,adult,0,9.896772721736259e-4,0,0.0900000035762787
PB,brown shrimp,NA,261,pPREYPB,bacteria,adult,adult,0,0.0011399952344117704,0,0.0999950021505356
BB,brown shrimp,NA,262,pPREYBB,sediment bacteria,adult,adult,0,0.0012020803408378559,0,0.0999950021505356
GAG,white shrimp,0,3,pPREY1GAG2,gag grouper,adult,juvenile,0,0.012548732114075735,0,0.4
GAG,white shrimp,0,4,pPREY2GAG2,gag grouper,adult,adult,0,0.012548732114075735,0,0.4
RGR,white shrimp,0,7,pPREY1RGR2,red grouper,adult,juvenile,0,0.020951561032141512,0,0.4
RGR,white shrimp,0,8,pPREY2RGR2,red grouper,adult,adult,2.3708162544267e-7,0.020951561032141512,0,0.4
SCM,white shrimp,0,11,pPREY1SCM2,scamp,adult,juvenile,0,0.02494856582037302,0,0.4
SCM,white shrimp,0,12,pPREY2SCM2,scamp,adult,adult,0,0.02494856582037302,0,0.4
SSR,white shrimp,0,15,pPREY1SSR2,shallow serranidae,adult,juvenile,0,0.006225914857619887,0,0.277136623859406
SSR,white shrimp,0,16,pPREY2SSR2,shallow serranidae,adult,adult,3.81024012341413e-8,0.006225914857619887,0,0.277136623859406
DSR,white shrimp,0,19,pPREY1DSR2,deep serranidae,adult,juvenile,0,0.02321533464012054,0,0.4
DSR,white shrimp,0,20,pPREY2DSR2,deep serranidae,adult,adult,3.03464446460566e-6,0.02321533464012054,0,0.4
RSN,white shrimp,0,23,pPREY1RSN2,red snapper,adult,juvenile,0,0.00973902701397473,0,0.4
RSN,white shrimp,0,24,pPREY2RSN2,red snapper,adult,adult,1.95084268739265e-7,0.00973902701397473,0,0.4
VSN,white shrimp,512.4817639569889,27,pPREY1VSN2,vermilion snapper,adult,juvenile,2.04120005946606e-4,0.008080765895336316,0,0.318937480449677
VSN,white shrimp,512.4817639569889,28,pPREY2VSN2,vermilion snapper,adult,adult,3.98297110848489e-7,0.008080765895336316,0,0.318937480449677
LUT,white shrimp,13775.5116058853,31,pPREY1LUT2,lutjanidae,adult,juvenile,0.00449064048007131,0.00893843303524281,0,0.4
LUT,white shrimp,13775.5116058853,32,pPREY2LUT2,lutjanidae,adult,adult,3.2598720167698e-7,0.00893843303524281,0,0.4
BIO,white shrimp,0,35,pPREY1BIO2,bioeroding fish,adult,juvenile,0,0.001325245355329917,0,0.0839999988675117
BIO,white shrimp,0,36,pPREY2BIO2,bioeroding fish,adult,adult,0,0.001325245355329917,0,0.0839999988675117
LRF,white shrimp,13775.510829295223,39,pPREY1LRF2,large reef fish,adult,juvenile,0.0134336482733488,0.005350835054222534,0,0.4
LRF,white shrimp,13775.510829295223,40,pPREY2LRF2,large reef fish,adult,adult,9.75183311879846e-7,0.005350835054222534,0,0.4
SRF,white shrimp,430.4846705070516,43,pPREY1SRF2,small reef fish,adult,juvenile,0.0566999986767769,0.010959125060162622,0,0.4
SRF,white shrimp,430.4846705070516,44,pPREY2SRF2,small reef fish,adult,adult,1.31712004076689e-4,0.010959125060162622,0,0.4
BDR,white shrimp,0,47,pPREY1BDR2,black drum,adult,juvenile,0,0.005177249600295398,0,0.4
BDR,white shrimp,0,48,pPREY2BDR2,black drum,adult,adult,0,0.005177249600295398,0,0.4
RDR,white shrimp,459183.7737708515,51,pPREY1RDR2,red drum,adult,juvenile,0.255879014730453,0.0172068160219246,0,0.4
RDR,white shrimp,459183.7737708515,52,pPREY2RDR2,red drum,adult,adult,5.57247510357684e-7,0.0172068160219246,0,0.4
SEA,white shrimp,0,55,pPREY1SEA2,seatrout,adult,juvenile,0,0.006731622274894689,0,0.4
SEA,white shrimp,0,56,pPREY2SEA2,seatrout,adult,adult,2.66716787544752e-9,0.006731622274894689,0,0.4
SCI,white shrimp,11536.989722086175,59,pPREY1SCI2,sciaenidae,adult,juvenile,3.95628274418414e-4,0.002335373208255513,0,0.151779532432556
